9.000000000000000000e+00 0.000000000000000000e+00 7.486071882027838456e+02
9.000000000000000000e+00 4.487989505128275880e-01 2.476896849460691783e+02
9.000000000000000000e+00 8.975979010256551760e-01 -4.026301954345873924e+01
9.000000000000000000e+00 1.346396851538482764e+00 2.823777012292440247e+01
9.000000000000000000e+00 1.795195802051310352e+00 -1.086102736409016245e+01
9.000000000000000000e+00 2.243994752564137940e+00 9.431832778074562995e+00
9.000000000000000000e+00 2.692793703076965528e+00 -5.175708073371972695e+00
9.000000000000000000e+00 3.141592653589793116e+00 4.579165287605905910e+00
9.000000000000000000e+00 3.590391604102620704e+00 -3.029151319972923417e+00
9.000000000000000000e+00 4.039190554615448292e+00 2.683215362442195051e+00
9.000000000000000000e+00 4.487989505128275880e+00 -1.968634196550704818e+00
9.000000000000000000e+00 4.936788455641103468e+00 1.754133545658606241e+00
9.000000000000000000e+00 5.385587406153931056e+00 -1.375597652994042353e+00
9.000000000000000000e+00 5.834386356666758644e+00 1.233409614507278818e+00
9.000000000000000000e+00 6.283185307179586232e+00 -1.010011023601937064e+00
9.000000000000000000e+00 6.731984257692413820e+00 9.115339394494038627e-01
9.000000000000000000e+00 7.180783208205241408e+00 -7.693030787683088345e-01
9.000000000000000000e+00 7.629582158718068996e+00 6.985484938214665540e-01
9.000000000000000000e+00 8.078381109230896584e+00 -6.026360536488516439e-01
9.000000000000000000e+00 8.527180059743724172e+00 5.503201520576056494e-01
9.000000000000000000e+00 8.975979010256551760e+00 -4.826001490694641349e-01
9.000000000000000000e+00 9.424777960769379348e+00 4.429430297762881885e-01
9.000000000000000000e+00 9.873576911282206936e+00 -3.933282234843656910e-01
9.000000000000000000e+00 1.032237586179503452e+01 3.626081478158394988e-01
9.000000000000000000e+00 1.077117481230786211e+01 -3.251637310432743400e-01
9.000000000000000000e+00 1.121997376282068970e+01 3.008973453206043036e-01
9.000000000000000000e+00 1.166877271333351729e+01 -2.720034097088493974e-01
9.000000000000000000e+00 1.211757166384634488e+01 2.518697004214371926e-01
9.000000000000000000e+00 1.256637061435917246e+01 -2.349737243982594204e-01
9.000000000000000000e+00 1.301516956487200005e+01 1.802259920077865785e-01
9.000000000000000000e+00 1.346396851538482764e+01 -3.500135837647391779e-01
9.000000000000000000e+00 1.391276746589765523e+01 -3.509080503198543921e-01
9.000000000000000000e+00 1.436156641641048282e+01 -1.530989043369513025e+00
9.000000000000000000e+00 1.481036536692331040e+01 -2.373689751837058992e+00
9.000000000000000000e+00 1.525916431743613799e+01 -3.409618738779142788e+00
9.000000000000000000e+00 1.570796326794896558e+01 -2.642887282218324696e+00
9.000000000000000000e+00 1.615676221846179317e+01 -1.815871394367650993e+00
9.000000000000000000e+00 1.660556116897462076e+01 -1.468051029399601415e+00
9.000000000000000000e+00 1.705436011948744834e+01 -2.289606842658163721e+00
9.000000000000000000e+00 1.750315907000027593e+01 -1.725440634948752550e+00
9.000000000000000000e+00 1.795195802051310352e+01 -1.305340548551598090e+00
9.000000000000000000e+00 1.840075697102593111e+01 -1.506844530593214326e+00
9.000000000000000000e+00 1.884955592153875870e+01 -1.635594378149748618e+00
9.000000000000000000e+00 1.929835487205158628e+01 -9.461437314953297095e-01
9.000000000000000000e+00 1.974715382256441387e+01 -1.391648785888740747e+00
9.000000000000000000e+00 2.019595277307724146e+01 -1.159272800332583175e+00
9.000000000000000000e+00 2.064475172359006905e+01 -9.324490762142370048e-01
9.000000000000000000e+00 2.109355067410289664e+01 -1.112435659930111953e+00
9.000000000000000000e+00 2.154234962461572422e+01 -9.565791068049954715e-01
9.000000000000000000e+00 2.199114857512855181e+01 -7.746060940707032438e-01
9.000000000000000000e+00 2.243994752564137940e+01 -1.031618517927325396e+00
9.000000000000000000e+00 2.288874647615420699e+01 -6.302102052265577958e-01
9.000000000000000000e+00 2.333754542666703458e+01 -8.767122141426385573e-01
9.000000000000000000e+00 2.378634437717986216e+01 -6.861306305865773059e-01
9.000000000000000000e+00 2.423514332769268975e+01 -6.614611456257026845e-01
9.000000000000000000e+00 2.468394227820551734e+01 -7.166605137563358818e-01
9.000000000000000000e+00 2.513274122871834493e+01 -5.582917710697334890e-01
9.000000000000000000e+00 2.558154017923117252e+01 -6.386153009326333008e-01
9.000000000000000000e+00 2.603033912974400010e+01 -5.556265058589835437e-01
9.000000000000000000e+00 2.647913808025682769e+01 -5.104244703962675933e-01
9.000000000000000000e+00 2.692793703076965528e+01 -5.446906963109476862e-01
9.000000000000000000e+00 2.737673598128248287e+01 -3.526106870787909520e-01
9.000000000000000000e+00 2.782553493179531046e+01 -3.497145276612934062e-01
9.000000000000000000e+00 2.827433388230813804e+01 2.180325696377600000e-02
9.000000000000000000e+00 2.872313283282096563e+01 2.553875122405836473e-01
9.000000000000000000e+00 2.917193178333379322e+01 6.755900919023225537e-01
9.000000000000000000e+00 2.962073073384662081e+01 8.082387044009908816e-01
9.000000000000000000e+00 3.006952968435944840e+01 6.980870989757120837e-01
9.000000000000000000e+00 3.051832863487227598e+01 4.342996319952110995e-01
9.000000000000000000e+00 3.096712758538510357e+01 2.744028048297202926e-01
9.000000000000000000e+00 3.141592653589793116e+01 4.564349906464599260e-01
