-3.125962839392828929e+00 -3.125962839392828929e+00 -3.125962839392828929e+00 1.358623782800163007e-02 1.358623782800165089e-02 1.358393106856504128e-02 7.098228208242325123e-04 7.098228208242258986e-04 7.100116388883225384e-04 -3.125962839392828929e+00 -3.125962839392828929e+00 -3.046696293440708914e+00 1.358623782800163354e-02 1.358623782800165436e-02 1.362459054750987837e-02 7.098228208242271997e-04 7.098228208242252481e-04 7.133290963794777090e-04
-3.094703210998900555e+00 -3.094703210998900555e+00 -3.094703210998900555e+00 1.361816278813726341e-02 1.361816278813728423e-02 1.357544848288570402e-02 7.124222419917507383e-04 7.124222419917470520e-04 7.093143833467859070e-04 -3.094703210998900555e+00 -3.094703210998900555e+00 -3.015436665046780540e+00 1.361816278813726341e-02 1.361816278813728597e-02 1.369694024676650253e-02 7.124222419917505215e-04 7.124222419917469436e-04 7.192354235288745496e-04
-3.063443582604972182e+00 -3.063443582604972182e+00 -3.063443582604972182e+00 1.368155567941821069e-02 1.368155567941822977e-02 1.359915427989982252e-02 7.175913118548071226e-04 7.175913118548059300e-04 7.112375446909325293e-04 -3.063443582604972182e+00 -3.063443582604972182e+00 -2.984177036652852166e+00 1.368155567941820895e-02 1.368155567941822109e-02 1.380005485949299150e-02 7.175913118548124352e-04 7.175913118548059300e-04 7.276708540552676192e-04
-3.032183954211043808e+00 -3.032183954211043808e+00 -3.032183954211043808e+00 1.377553656719952661e-02 1.377553656719953702e-02 1.365458451329455529e-02 7.252729613909513363e-04 7.252729613909455900e-04 7.157501745158419051e-04 -3.032183954211043808e+00 -3.032183954211043808e+00 -2.952917408258923793e+00 1.377553656719952835e-02 1.377553656719954396e-02 1.393263893996659307e-02 7.252729613909439637e-04 7.252729613909433132e-04 7.385521896147550624e-04
-3.000924325817115879e+00 -3.000924325817115879e+00 -3.000924325817115879e+00 1.389886682875272547e-02 1.389886682875273935e-02 1.374083580823237324e-02 7.353874849590775597e-04 7.353874849590745239e-04 7.227927526122568998e-04 -3.000924325817115879e+00 -3.000924325817115879e+00 -2.921657779864995863e+00 1.389886682875272547e-02 1.389886682875274282e-02 1.409311932334737089e-02 7.353874849590772344e-04 7.353874849590741987e-04 7.517795358031556952e-04
-2.969664697423187505e+00 -2.969664697423187505e+00 -2.969664697423187505e+00 1.405003606773996307e-02 1.405003606773997694e-02 1.385663321580678405e-02 7.478388484321058394e-04 7.478388484321064900e-04 7.322820981590181383e-04 -2.969664697423187505e+00 -2.969664697423187505e+00 -2.890398151471067489e+00 1.405003606773995439e-02 1.405003606773996480e-02 1.427975108708158351e-02 7.478388484321086584e-04 7.478388484321030205e-04 7.672440175305396707e-04
-2.938405069029259131e+00 -2.938405069029259131e+00 -2.938405069029259131e+00 1.422736214353612604e-02 1.422736214353613644e-02 1.400042187615609460e-02 7.625219517920305522e-04 7.625219517920264322e-04 7.441180187561349845e-04 -2.938405069029259131e+00 -2.938405069029259131e+00 -2.859138523077139116e+00 1.422736214353612604e-02 1.422736214353613818e-02 1.449072592779297557e-02 7.625219517920207944e-04 7.625219517920206859e-04 7.848356668934901954e-04
-2.907145440635330758e+00 -2.907145440635330758e+00 -2.907145440635330758e+00 1.442909401336724129e-02 1.442909401336725690e-02 1.417047214391963482e-02 7.793301008876873720e-04 7.793301008876861793e-04 7.581909473077210393e-04 -2.907145440635330758e+00 -2.907145440635330758e+00 -2.827878894683210742e+00 1.442909401336723955e-02 1.442909401336725690e-02 1.472427269566994185e-02 7.793301008876868299e-04 7.793301008876854204e-04 8.044507416637986918e-04
-2.875885812241402384e+00 -2.875885812241402384e+00 -2.875885812241402384e+00 1.465350782635202291e-02 1.465350782635203332e-02 1.436498713617105280e-02 7.981619975419282148e-04 7.981619975419303832e-04 7.743897660440369080e-04 -2.875885812241402384e+00 -2.875885812241402384e+00 -2.796619266289282368e+00 1.465350782635202118e-02 1.465350782635203505e-02 1.497874200469713306e-02 7.981619975419379726e-04 7.981619975419336358e-04 8.259978923431252540e-04
-2.844626183847474454e+00 -2.844626183847474454e+00 -2.844626183847474454e+00 1.489898864573914287e-02 1.489898864573915849e-02 1.458220255961123826e-02 8.189276984119346235e-04 8.189276984119326719e-04 7.926090820788415535e-04 -2.844626183847474454e+00 -2.844626183847474454e+00 -2.765359637895354439e+00 1.489898864573914634e-02 1.489898864573916022e-02 1.525266981561344132e-02 8.189276984119333224e-04 8.189276984119346235e-04 8.494028133547254457e-04
-2.813366555453546081e+00 -2.813366555453546081e+00 -2.813366555453546081e+00 1.516409286200962568e-02 1.516409286200963609e-02 1.482047084878406612e-02 8.415531884300797918e-04 8.415531884300791413e-04 8.127553771894700536e-04 -2.813366555453546081e+00 -2.813366555453546081e+00 -2.734100009501426065e+00 1.516409286200962395e-02 1.516409286200963956e-02 1.554481808688844453e-02 8.415531884300789245e-04 8.415531884300781655e-04 8.746112468814449398e-04
-2.782106927059617707e+00 -2.782106927059617707e+00 -2.782106927059617707e+00 1.544758927671316916e-02 1.544758927671318997e-02 1.507832459483561365e-02 8.659834265909400553e-04 8.659834265909442837e-04 8.347516691598761687e-04 -2.782106927059617707e+00 -2.782106927059617707e+00 -2.702840381107497691e+00 1.544758927671315701e-02 1.544758927671317263e-02 1.585419347613791635e-02 8.659834265909319238e-04 8.659834265909297554e-04 9.015904174784511883e-04
-2.750847298665689333e+00 -2.750847298665689333e+00 -2.750847298665689333e+00 1.574847950644139849e-02 1.574847950644140543e-02 1.535451739160325138e-02 8.921839155442403075e-04 8.921839155442405243e-04 8.585405512467104722e-04 -2.750847298665689333e+00 -2.750847298665689333e+00 -2.671580752713569318e+00 1.574847950644139155e-02 1.574847950644140543e-02 1.618004726639619625e-02 8.921839155442233939e-04 8.921839155442269718e-04 9.303291341009966133e-04
-2.719587670271760960e+00 -2.719587670271760960e+00 -2.719587670271760960e+00 1.606600042524531854e-02 1.606600042524532895e-02 1.564804305528342751e-02 9.201409963028035592e-04 9.201409963028057276e-04 8.840856823801268539e-04 -2.719587670271760960e+00 -2.719587670271760960e+00 -2.640321124319640944e+00 1.606600042524531508e-02 1.606600042524532895e-02 1.652186099981513626e-02 9.201409963028023666e-04 9.201409963028045350e-04 9.608368900782377452e-04
-2.688328041877833030e+00 -2.688328041877833030e+00 -2.688328041877833030e+00 1.639961264885773234e-02 1.639961264885774969e-02 1.595813631623690595e-02 9.498611621423576779e-04 9.498611621423647252e-04 9.113719566382319677e-04 -2.688328041877833030e+00 -2.688328041877833030e+00 -2.609061495925713015e+00 1.639961264885773581e-02 1.639961264885774969e-02 1.687932272873207337e-02 9.498611621423769767e-04 9.498611621423779525e-04 9.931423212988061636e-04
-2.657068413483904656e+00 -2.657068413483904656e+00 -2.657068413483904656e+00 1.674897955191531271e-02 1.674897955191531965e-02 1.628425935859186685e-02 9.813697205767865552e-04 9.813697205767891573e-04 9.404046733500493740e-04 -2.657068413483904656e+00 -2.657068413483904656e+00 -2.577801867531784641e+00 1.674897955191532312e-02 1.674897955191534046e-02 1.725229849194032106e-02 9.813697205767991320e-04 9.813697205768039025e-04 1.027291359685761048e-03
-2.625808785089976283e+00 -2.625808785089976283e+00 -2.625808785089976283e+00 1.711394112136494297e-02 1.711394112136496032e-02 1.662607900279657741e-02 1.014709118052049830e-03 1.014709118052053083e-03 9.712080594555707724e-04 -2.625808785089976283e+00 -2.625808785089976283e+00 -2.546542239137856267e+00 1.711394112136493603e-02 1.711394112136493603e-02 1.764080282777217776e-02 1.014709118052048312e-03 1.014709118052051781e-03 1.063345360210273330e-03
-2.594549156696047909e+00 -2.594549156696047909e+00 -2.594549156696047909e+00 1.749448628686615242e-02 1.749448628686616630e-02 1.698343903775436162e-02 1.049937193429461169e-03 1.049937193429469626e-03 1.003823474422403531e-03 -2.594549156696047909e+00 -2.594549156696047909e+00 -2.515282610743927894e+00 1.749448628686611773e-02 1.749448628686612814e-02 1.804497109868026181e-02 1.049937193429432763e-03 1.049937193429434715e-03 1.101379403749021832e-03
-2.563289528302119535e+00 -2.563289528302119535e+00 -2.563289528302119535e+00 1.789072645656454574e-02 1.789072645656454921e-02 1.735633144144245466e-02 1.087125559775326987e-03 1.087125559775333058e-03 1.038307571815038710e-03 -2.563289528302119535e+00 -2.563289528302119535e+00 -2.484022982349999520e+00 1.789072645656451452e-02 1.789072645656452493e-02 1.846503534433129382e-02 1.087125559775294027e-03 1.087125559775301183e-03 1.141480901039498711e-03
-2.532029899908191606e+00 -2.532029899908191606e+00 -2.532029899908191606e+00 1.830287202458419707e-02 1.830287202458420401e-02 1.774486922685607551e-02 1.126358244026235897e-03 1.126358244026241318e-03 1.074730618429225017e-03 -2.532029899908191606e+00 -2.532029899908191606e+00 -2.452763353956071590e+00 1.830287202458418666e-02 1.830287202458420054e-02 1.890130445784848207e-02 1.126358244026233512e-03 1.126358244026238716e-03 1.183748556136358628e-03
-2.500770271514262788e+00 -2.500770271514262788e+00 -2.500770271514262788e+00 1.873121275292752297e-02 1.873121275292751256e-02 1.814926262551896582e-02 1.167730651505523862e-03 1.167730651505536005e-03 1.113175097214074566e-03 -2.500770271514262788e+00 -2.500770271514262788e+00 -2.421503725562142773e+00 1.873121275292754032e-02 1.873121275292754379e-02 1.935414877699383890e-02 1.167730651505556822e-03 1.167730651505560074e-03 1.228291697163623550e-03
-2.469510643120334858e+00 -2.469510643120334858e+00 -2.469510643120334858e+00 1.917610225080319808e-02 1.917610225080319114e-02 1.856979942399578781e-02 1.211348873220284388e-03 1.211348873220291326e-03 1.153734654980504305e-03 -2.469510643120334858e+00 -2.469510643120334858e+00 -2.390244097168214843e+00 1.917610225080322930e-02 1.917610225080323624e-02 1.982398871954124328e-02 1.211348873220313010e-03 1.211348873220320817e-03 1.275229949214809087e-03
-2.438251014726406485e+00 -2.438251014726406485e+00 -2.438251014726406485e+00 1.963794630739344044e-02 1.963794630739344044e-02 1.900682958131739986e-02 1.257329320421142916e-03 1.257329320421147686e-03 1.196513406076013704e-03 -2.438251014726406485e+00 -2.438251014726406485e+00 -2.358984468774286469e+00 1.963794630739343350e-02 1.963794630739344044e-02 2.031128684575472104e-02 1.257329320421139230e-03 1.257329320421143783e-03 1.324693207140031524e-03
-2.406991386332478111e+00 -2.406991386332478111e+00 -2.406991386332478111e+00 2.011719456591500726e-02 2.011719456591501073e-02 1.946075379802976457e-02 1.305798652013879678e-03 1.305798652013892254e-03 1.241625570306001966e-03 -2.406991386332478111e+00 -2.406991386332478111e+00 -2.327724840380358096e+00 2.011719456591495869e-02 2.011719456591496216e-02 2.081654265199990583e-02 1.305798652013843032e-03 1.305798652013846284e-03 1.376821861065558343e-03
-2.375731757938550182e+00 -2.375731757938550182e+00 -2.375731757938550182e+00 2.061433491874765933e-02 2.061433491874764892e-02 1.993201545867359648e-02 1.356893953226954693e-03 1.356893953226962499e-03 1.289195405775430108e-03 -2.375731757938550182e+00 -2.375731757938550182e+00 -2.296465211986430166e+00 2.061433491874762117e-02 2.061433491874761770e-02 2.134028943248223939e-02 1.356893953226912409e-03 1.356893953226921733e-03 1.431767230744495798e-03
-2.344472129544621364e+00 -2.344472129544621364e+00 -2.344472129544621364e+00 2.112989000744419296e-02 2.112989000744418602e-02 2.042109528320021697e-02 1.410763124949632229e-03 1.410763124949638517e-03 1.339357391649251662e-03 -2.344472129544621364e+00 -2.344472129544621364e+00 -2.265205583592501348e+00 2.112989000744417561e-02 2.112989000744417561e-02 2.188309264079199914e-02 1.410763124949625724e-03 1.410763124949631579e-03 1.489692172564494087e-03
