4.000000000000000000e+00 0.000000000000000000e+00 2.530916665241553346e+03
4.000000000000000000e+00 6.283185307179586787e-02 5.077513439526513253e+02
4.000000000000000000e+00 1.256637061435917357e-01 3.619735692770323681e+02
4.000000000000000000e+00 1.884955592153876036e-01 2.954469667346613164e+02
4.000000000000000000e+00 2.513274122871834715e-01 2.548902341178898325e+02
4.000000000000000000e+00 3.141592653589793116e-01 2.265295493265683433e+02
4.000000000000000000e+00 3.769911184307752072e-01 2.050025016937885880e+02
4.000000000000000000e+00 4.398229715025711029e-01 1.877430283498339918e+02
4.000000000000000000e+00 5.026548245743669430e-01 1.733479395168018868e+02
4.000000000000000000e+00 5.654866776461627831e-01 1.609759474807875108e+02
4.000000000000000000e+00 6.283185307179586232e-01 1.500808163757605485e+02
4.000000000000000000e+00 6.911503837897545743e-01 1.402832197637375202e+02
4.000000000000000000e+00 7.539822368615504145e-01 1.313062340674248958e+02
4.000000000000000000e+00 8.168140899333462546e-01 1.229641617190216181e+02
4.000000000000000000e+00 8.796459430051422057e-01 1.150890474891886441e+02
4.000000000000000000e+00 9.424777960769380458e-01 1.075773616942320388e+02
4.000000000000000000e+00 1.005309649148733886e+00 1.003302833621889505e+02
4.000000000000000000e+00 1.068141502220529837e+00 9.321984943218355113e+01
4.000000000000000000e+00 1.130973355292325566e+00 8.612019726113955187e+01
4.000000000000000000e+00 1.193805208364121517e+00 7.889427850028269518e+01
4.000000000000000000e+00 1.256637061435917246e+00 7.136083198080001466e+01
4.000000000000000000e+00 1.319468914507713198e+00 6.326969223359722605e+01
4.000000000000000000e+00 1.382300767579509149e+00 5.423084808101042853e+01
4.000000000000000000e+00 1.445132620651304878e+00 4.355663795894127333e+01
4.000000000000000000e+00 1.507964473723100829e+00 2.965434181844694805e+01
4.000000000000000000e+00 1.570796326794896780e+00 -7.336331795358604246e+00
4.000000000000000000e+00 1.633628179866692509e+00 2.779669852402127717e+01
4.000000000000000000e+00 1.696460032938488460e+00 4.107351989943024506e+01
4.000000000000000000e+00 1.759291886010284411e+00 5.136136783666272265e+01
4.000000000000000000e+00 1.822123739082080141e+00 6.008810243478587410e+01
4.000000000000000000e+00 1.884955592153876092e+00 6.790074026994106760e+01
4.000000000000000000e+00 1.947787445225671821e+00 7.515896685544693412e+01
4.000000000000000000e+00 2.010619298297467772e+00 8.211365593375846572e+01
4.000000000000000000e+00 2.073451151369263723e+00 8.896038883817799103e+01
4.000000000000000000e+00 2.136283004441059674e+00 9.585035679335274494e+01
4.000000000000000000e+00 2.199114857512855181e+00 1.029230348372655612e+02
4.000000000000000000e+00 2.261946710584651132e+00 1.103162620125856677e+02
4.000000000000000000e+00 2.324778563656447083e+00 1.181404448130562770e+02
4.000000000000000000e+00 2.387610416728243035e+00 1.265292462535855975e+02
4.000000000000000000e+00 2.450442269800038986e+00 1.356694611971608424e+02
4.000000000000000000e+00 2.513274122871834493e+00 1.457357228046774651e+02
4.000000000000000000e+00 2.576105975943630444e+00 1.569747909266162367e+02
4.000000000000000000e+00 2.638937829015426395e+00 1.697276916574972461e+02
4.000000000000000000e+00 2.701769682087222346e+00 1.845234292654835144e+02
4.000000000000000000e+00 2.764601535159018297e+00 2.022072851463249492e+02
4.000000000000000000e+00 2.827433388230814248e+00 2.241984542497556276e+02
4.000000000000000000e+00 2.890265241302609756e+00 2.530851545688861677e+02
4.000000000000000000e+00 2.953097094374405707e+00 2.942533750808597119e+02
4.000000000000000000e+00 3.015928947446201658e+00 3.615398701856155412e+02
4.000000000000000000e+00 3.078760800517997609e+00 5.084887525609084946e+02
4.000000000000000000e+00 3.141592653589793560e+00 2.538233981099781886e+03
