0.000000000000000000e+00 9.778281999550362258e-01
8.280794997141110309e-03 9.778278775346291862e-01
1.656158999428222062e-02 9.778264693205933611e-01
2.484238499142333093e-02 9.778239427814396922e-01
3.312317998856444123e-02 9.778202971385855369e-01
4.140397498570555501e-02 9.778155332698759139e-01
4.968476998284666185e-02 9.778096475264270726e-01
5.796556497998776869e-02 9.778026320835245810e-01
6.624635997712888247e-02 9.777944863577936463e-01
7.452715497426999625e-02 9.777852054432446538e-01
8.280794997141111002e-02 9.777747930266907916e-01
9.108874496855220992e-02 9.777632230761108545e-01
9.936953996569332370e-02 9.777505074752529390e-01
1.076503349628344375e-01 9.777366457850386050e-01
1.159311299599755374e-01 9.777215987609675363e-01
1.242119249571166512e-01 9.777053981655409176e-01
1.324927199542577649e-01 9.776879981967935285e-01
1.407735149513988648e-01 9.776694354854941205e-01
1.490543099485399925e-01 9.776496573679968050e-01
1.573351049456810924e-01 9.776286519744233905e-01
1.656158999428222200e-01 9.776064349858640812e-01
1.738966949399633199e-01 9.775829977509015167e-01
1.821774899371044198e-01 9.775582997129774743e-01
1.904582849342455475e-01 9.775323262018253967e-01
1.987390799313866474e-01 9.775050961514690773e-01
2.070198749285277473e-01 9.774765620182812587e-01
2.153006699256688750e-01 9.774467443039139836e-01
2.235814649228099749e-01 9.774155511892099746e-01
2.318622599199510748e-01 9.773830406619004041e-01
2.401430549170922024e-01 9.773491977345714066e-01
2.484238499142333023e-01 9.773139176276853801e-01
2.567046449113744022e-01 9.772772653817659583e-01
2.649854399085155299e-01 9.772391750108979647e-01
2.732662349056566575e-01 9.771996220213142736e-01
2.815470299027977297e-01 9.771585806696492238e-01
2.898278248999388573e-01 9.771160773937793698e-01
2.981086198970799850e-01 9.770719784949428721e-01
3.063894148942210571e-01 9.770263630537250332e-01
3.146702098913621848e-01 9.769791460895738133e-01
3.229510048885033124e-01 9.769302944847374492e-01
3.312317998856444401e-01 9.768797733923511029e-01
3.395125948827855122e-01 9.768276117814461701e-01
3.477933898799266399e-01 9.767736417611246891e-01
3.560741848770677676e-01 9.767179563280575794e-01
3.643549798742088397e-01 9.766603745236674960e-01
3.726357748713499674e-01 9.766009936759825205e-01
3.809165698684910950e-01 9.765396960610388533e-01
3.891973648656321672e-01 9.764764313571271392e-01
3.974781598627732948e-01 9.764111464010936103e-01
4.057589548599144225e-01 9.763437849864525786e-01
4.140397498570554946e-01 9.762742876419160387e-01
4.223205448541966223e-01 9.762026815265127944e-01
4.306013398513377499e-01 9.761287222669502439e-01
4.388821348484788221e-01 9.760525225458963616e-01
4.471629298456199497e-01 9.759738179177734896e-01
4.554437248427610774e-01 9.758927237560552914e-01
4.637245198399021495e-01 9.758090591243606671e-01
4.720053148370432772e-01 9.757226244912613478e-01
4.802861098341844048e-01 9.756335376195635067e-01
4.885669048313255325e-01 9.755415897393455715e-01
4.968476998284666046e-01 9.754466703028245034e-01
5.051284948256077323e-01 9.753486607918465667e-01
5.134092898227488044e-01 9.752474339271395287e-01
5.216900848198899876e-01 9.751429850140079791e-01
5.299708798170310597e-01 9.750349062912164744e-01
5.382516748141721319e-01 9.749231664004387454e-01
5.465324698113133151e-01 9.748075927794842555e-01
5.548132648084543872e-01 9.746881495178064680e-01
5.630940598055954593e-01 9.745643354503773503e-01
5.713748548027366425e-01 9.744362375147013200e-01
5.796556497998777147e-01 9.743032935639481806e-01
5.879364447970187868e-01 9.741655693913476854e-01
5.962172397941599700e-01 9.740226107169331904e-01
6.044980347913010421e-01 9.738740955474924910e-01
6.127788297884421143e-01 9.737194700617934906e-01
6.210596247855832974e-01 9.735587240264024222e-01
6.293404197827243696e-01 9.733912257870636076e-01
6.376212147798654417e-01 9.732164796442172028e-01
6.459020097770066249e-01 9.730339275743065119e-01
6.541828047741476970e-01 9.728429383655529117e-01
6.624635997712888802e-01 9.726427943455833169e-01
6.707443947684299523e-01 9.724329455495566155e-01
6.790251897655710245e-01 9.722119216584304002e-01
6.873059847627122076e-01 9.719788886382866311e-01
6.955867797598532798e-01 9.717328937723989091e-01
7.038675747569943519e-01 9.714718264279573745e-01
7.121483697541355351e-01 9.711945856133876731e-01
7.204291647512766072e-01 9.708987577517843581e-01
7.287099597484176794e-01 9.705818239138173098e-01
7.369907547455588626e-01 9.702407260494007035e-01
7.452715497426999347e-01 9.698717132584390166e-01
7.535523447398410068e-01 9.694701334540790638e-01
7.618331397369821900e-01 9.690301470691589092e-01
7.701139347341232622e-01 9.685449818716287407e-01
7.783947297312643343e-01 9.680045617278891790e-01
7.866755247284055175e-01 9.673963893058905583e-01
7.949563197255465896e-01 9.667038175823227109e-01
8.032371147226876618e-01 9.659053696048892634e-01
8.115179097198288449e-01 9.649690449069957543e-01
8.197987047169699171e-01 9.638522425081335054e-01
