0.000000000000000000e+00 6.244292354214127025e-03
2.228953061646016254e-01 1.424404113561228945e-02
4.457906123292032508e-01 3.463056711567541468e-02
6.686859184938048761e-01 5.652947185459744617e-02
8.915812246584065015e-01 6.452466560400806073e-02
1.114476530823008016e+00 5.329980857479658940e-02
1.337371836987609752e+00 3.791977202062979391e-02
1.560267143152211489e+00 2.971987498231552782e-02
1.783162449316813003e+00 2.534852321478381354e-02
2.006057755481414517e+00 2.219145520777859870e-02
2.228953061646016032e+00 1.961581504271636689e-02
2.451848367810617990e+00 1.747708580727036498e-02
2.674743673975219505e+00 1.566300712689761010e-02
2.897638980139821019e+00 1.395835500016667785e-02
3.120534286304422977e+00 1.262997006936938948e-02
3.343429592469024492e+00 1.147985618439312239e-02
3.566324898633626006e+00 1.040540572084902582e-02
3.789220204798227520e+00 9.530133447096439392e-03
4.012115510962829035e+00 8.752636039289996006e-03
4.235010817127430549e+00 8.003354317262317830e-03
4.457906123292032063e+00 7.378194035335128298e-03
4.680801429456634466e+00 6.832092329804029252e-03
4.903696735621235980e+00 6.289778519837058157e-03
5.126592041785837495e+00 5.858358064970925483e-03
5.349487347950439009e+00 5.475850412778066056e-03
5.572382654115040523e+00 5.094507193518504895e-03
5.795277960279642038e+00 4.763908498880142783e-03
6.018173266444243552e+00 4.456545404228351437e-03
6.241068572608845955e+00 4.194163314090837424e-03
6.463963878773447469e+00 3.945673474155753091e-03
6.686859184938048983e+00 3.703738372532905387e-03
6.909754491102650498e+00 3.495686129256603270e-03
7.132649797267252012e+00 3.314959644115766935e-03
7.355545103431853526e+00 3.131029139177010645e-03
7.578440409596455041e+00 2.957390243353841264e-03
7.801335715761056555e+00 2.816467255123633606e-03
8.024231021925658069e+00 2.675704005172863109e-03
8.247126328090260472e+00 2.542126480722328719e-03
8.470021634254861098e+00 2.423934645837289015e-03
8.692916940419463501e+00 2.312784818956192812e-03
8.915812246584064127e+00 2.205748727408918253e-03
9.138707552748666529e+00 2.103172935484010075e-03
9.361602858913268932e+00 2.016718065070477461e-03
9.584498165077869558e+00 1.936065302299838642e-03
9.807393471242471961e+00 1.848760101893553998e-03
1.003028877740707259e+01 1.774306970276917639e-03
1.025318408357167499e+01 1.709352470110780953e-03
1.047607938973627562e+01 1.642350166803085987e-03
1.069897469590087802e+01 1.581723620654063023e-03
1.092187000206548042e+01 1.523146196056313073e-03
1.114476530823008105e+01 1.466760535920319519e-03
1.136766061439468345e+01 1.416626824681577190e-03
1.159055592055928408e+01 1.360428983320838281e-03
1.181345122672388648e+01 1.307109843519005388e-03
1.203634653288848710e+01 1.257064011858544106e-03
1.225924183905308951e+01 1.208269099713166206e-03
1.248213714521769191e+01 1.154695109969128275e-03
1.270503245138229254e+01 1.081508546477594201e-03
1.292792775754689494e+01 1.002615318877408956e-03
1.315082306371149556e+01 9.312992814623499704e-04
1.337371836987609797e+01 8.653321487718801386e-04
1.359661367604069859e+01 8.010415749422072906e-04
1.381950898220530100e+01 7.360097670326970487e-04
1.404240428836990162e+01 6.725604296489162692e-04
1.426529959453450402e+01 6.129455619621193563e-04
1.448819490069910643e+01 5.583120020645759851e-04
1.471109020686370705e+01 5.079179933188959772e-04
1.493398551302830946e+01 4.611062869311899348e-04
1.515688081919291008e+01 4.173664224676465473e-04
1.537977612535751248e+01 3.764919362951313353e-04
1.560267143152211311e+01 3.385536894459084678e-04
1.582556673768671551e+01 3.037132784218243842e-04
1.604846204385131614e+01 2.712024371535060041e-04
1.627135735001591854e+01 2.402224004832698157e-04
1.649425265618052094e+01 2.115028471944002675e-04
1.671714796234512335e+01 1.844512563086153634e-04
1.694004326850972220e+01 1.595115066623242761e-04
1.716293857467432460e+01 1.371209169249709703e-04
1.738583388083892700e+01 1.168243564064197493e-04
1.760872918700352940e+01 9.855078286696850043e-05
1.783162449316812825e+01 8.246590671462383781e-05
1.805451979933273066e+01 6.832507561382872296e-05
1.827741510549733306e+01 5.581390320508194947e-05
1.850031041166193546e+01 4.486176413209808089e-05
1.872320571782653786e+01 3.589218548516459606e-05
1.894610102399113671e+01 2.885375577904580879e-05
1.916899633015573912e+01 2.312530012116287281e-05
1.939189163632034152e+01 1.831988364342507225e-05
1.961478694248494392e+01 1.433624724772597503e-05
1.983768224864954632e+01 1.116708858917014879e-05
2.006057755481414517e+01 8.515070080095110683e-06
2.028347286097874758e+01 6.346062810635988427e-06
2.050636816714334998e+01 4.611620502636970542e-06
2.072926347330795238e+01 3.294489257066324228e-06
2.095215877947255123e+01 2.280466791848567709e-06
2.117505408563715363e+01 1.513469630787245279e-06
2.139794939180175604e+01 9.642562898148909767e-07
2.162084469796635844e+01 5.389634670227572144e-07
2.184374000413096084e+01 2.587121318287088911e-07
2.206663531029555969e+01 1.475630858616128194e-07
