1.620287175749221831e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -0.000000000000000000e+00
1.620287175749221831e+01 1.000000000000000056e-01 1.298782324301336644e+01 2.519544195827620570e+00 3.802704946273268405e+01 3.453119781845717107e-01 7.677985024460185493e-01 -3.442163538697667891e-01
1.620287175749221831e+01 2.000000000000000111e-01 2.532321760752473949e+01 5.398521073294613615e+00 7.681892018943746336e+01 8.351664088175398959e-01 6.467246872500272969e-01 -1.246974971761631024e-01
1.620287175749221831e+01 3.000000000000000444e-01 3.629906628021694814e+01 7.763605445352005141e+00 1.002087829856916557e+02 1.338207274674327429e+00 8.702864348003599981e-02 5.047192508470247363e-01
1.620287175749221831e+01 4.000000000000000222e-01 4.534683210765678751e+01 1.043018860384676749e+01 1.311441434485051616e+02 2.141656156074418504e+00 7.019066759406879241e-02 -3.354600120542679531e-01
1.620287175749221831e+01 5.000000000000000000e-01 5.175686637828259506e+01 1.297074285831968865e+01 1.680018660494335450e+02 3.463072939132296746e+00 1.404219684252071276e-02 -1.764543715060787332e-01
1.620287175749221831e+01 6.000000000000000888e-01 5.563178217899048406e+01 1.468209551317876915e+01 2.246233946682248757e+02 5.559347106832434271e+00 3.775003816175331872e-02 4.925672214730415777e-02
1.620287175749221831e+01 7.000000000000000666e-01 5.807309974919120066e+01 1.547201137718760400e+01 3.160003945863740000e+02 8.738187589454675219e+00 5.868879174965013204e-04 -1.264910261125495872e-02
1.620287175749221831e+01 8.000000000000000444e-01 6.019594627784852037e+01 1.577392329090361045e+01 4.461258108955761941e+02 1.311352183665929516e+01 -1.242695596728802046e-03 6.880909381057629184e-04
1.620287175749221831e+01 9.000000000000000222e-01 6.253958271365750221e+01 1.590302700912627643e+01 6.057637957758790890e+02 1.843315179045436025e+01 9.516396818785055373e-05 2.863360099845716928e-05
1.620287175749221831e+01 1.000000000000000000e+00 6.527454929510989246e+01 1.596679237434094922e+01 7.723186265737903113e+02 2.402100579732741181e+01 -4.654573969054235725e-06 -3.911720881400039265e-06
1.620287175749221831e+01 2.000000000000000000e+00 9.576820479114209661e+01 1.415451749126251890e+01 1.438073418863100983e+02 7.072393468305375741e+00 1.466382983474109458e-03 -2.908694307645409705e-02
