4.051990374740009893e-01 1.000000000000000056e-01 -1.616786361094487146e-01 1.568484730646379013e-02 2.459118107300758638e+00 8.900837324932545092e-02 9.439977286214434882e-01 1.539681841615213875e-01
4.051990374740009893e-01 1.105170918075647768e-01 -1.825494288572902524e-01 1.849983316863055074e-02 2.589476253196836275e+00 9.894054679296078458e-02 9.359195158405932968e-01 1.727750526024842137e-01
4.051990374740009893e-01 1.221402758160169966e-01 -2.060589561297075656e-01 2.126159998770123932e-02 2.683463642527171622e+00 1.094118472032666045e-01 9.267346193955871003e-01 1.937114421964923339e-01
4.051990374740009893e-01 1.349858807576003183e-01 -2.324058589548405884e-01 2.297564103550108622e-02 2.758778716416278698e+00 1.204701624587499603e-01 9.162298706528880787e-01 2.168556251519453415e-01
4.051990374740009893e-01 1.491824697641270514e-01 -2.619068607636760304e-01 2.418217598438302321e-02 2.856834401667623702e+00 1.323379379783329868e-01 9.040541638959507242e-01 2.423447233836627801e-01
4.051990374740009893e-01 1.648721270700128361e-01 -2.950516385896910787e-01 2.688130797215593573e-02 2.977078454875327740e+00 1.450643687671208659e-01 8.898462946569611898e-01 2.704444238091806563e-01
4.051990374740009893e-01 1.822118800390509219e-01 -3.322901018091558578e-01 3.074836895120158439e-02 3.065144845794256945e+00 1.583575277318015062e-01 8.733367466808568125e-01 3.013759918360517376e-01
4.051990374740009893e-01 2.013752707470476688e-01 -3.739113955731521166e-01 3.273450142635956489e-02 3.123935520296000412e+00 1.721328396448341125e-01 8.541370550490665625e-01 3.351376188596197903e-01
4.051990374740009893e-01 2.225540928492467929e-01 -4.204098535480979559e-01 3.476062514462338604e-02 3.212755483395792311e+00 1.866605786745291484e-01 8.315736519128912319e-01 3.717668308311938286e-01
4.051990374740009893e-01 2.459603111156949962e-01 -4.724604815488860354e-01 3.914932017117455504e-02 3.283815888031012431e+00 2.017002184615814264e-01 8.050289764941092052e-01 4.114222425210205536e-01
4.051990374740009893e-01 2.718281828459045424e-01 -5.304850321111347355e-01 4.084371223069785395e-02 3.331509537270090249e+00 2.171033632568467042e-01 7.738322207969376976e-01 4.539057914128137305e-01
4.051990374740009893e-01 3.004166023946433506e-01 -5.952107237288204455e-01 4.474681677025200977e-02 3.398832478824167946e+00 2.330378636571958650e-01 7.369579965995706194e-01 4.990155223124204675e-01
