7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.500000000000000000e+01 -1.500000000000000000e+01 -1.500000000000000000e+01 8.955714220061318509e-02 4.907637637129096120e-02 4.907637637129091956e-02 -3.131155468694145583e+01 -3.131155468694145583e+01 -3.131155468694145583e+01 1.154564876578726272e-05 1.153823712916384606e-05 1.153823712915876386e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.490000000000000036e+01 -1.490000000000000036e+01 -1.490000000000000036e+01 8.955044718083834954e-02 4.907478553982422276e-02 4.907478553982419500e-02 -3.110281098902851582e+01 -3.110281098902851582e+01 -3.110281098902851582e+01 1.154926163389173570e-05 1.174737793824721565e-05 1.174737793824190814e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.480000000000000071e+01 -1.480000000000000071e+01 -1.480000000000000071e+01 8.953698805936223526e-02 4.907161899206462230e-02 4.907161899206457373e-02 -3.089406729111557226e+01 -3.089406729111557226e+01 -3.089406729111557226e+01 1.170962391287125640e-05 1.196407641088381463e-05 1.196407641087865959e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.470000000000000107e+01 -1.470000000000000107e+01 -1.470000000000000107e+01 8.951693620633223436e-02 4.906689066263167365e-02 4.906689066263167365e-02 -3.068532359320262870e+01 -3.068532359320262870e+01 -3.068532359320262870e+01 1.191698978849821653e-05 1.218790202928684800e-05 1.218790202928225877e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.460000000000000142e+01 -1.460000000000000142e+01 -1.460000000000000142e+01 8.949008411771339211e-02 4.906064590169129797e-02 4.906064590169129797e-02 -3.047657989528968514e+01 -3.047657989528968514e+01 -3.047657989528968514e+01 1.213672835385043297e-05 1.241862540817132326e-05 1.241862540816699492e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.450000000000000178e+01 -1.450000000000000178e+01 -1.450000000000000178e+01 8.945677551836303532e-02 4.905291306773668786e-02 4.905291306773666010e-02 -3.026783619737674513e+01 -3.026783619737674513e+01 -3.026783619737674513e+01 1.236347566925742435e-05 1.265613706569142021e-05 1.265613706568778136e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.440000000000000213e+01 -1.440000000000000213e+01 -1.440000000000000213e+01 8.941666370580959866e-02 4.904376776010446054e-02 4.904376776010447442e-02 -3.005909249946380157e+01 -3.005909249946380157e+01 -3.005909249946380157e+01 1.259813470119389613e-05 1.290040775642437446e-05 1.290040775642063905e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.430000000000000249e+01 -1.430000000000000249e+01 -1.430000000000000249e+01 8.937026674000370097e-02 4.903325374717074775e-02 4.903325374717071305e-02 -2.985034880155085801e+01 -2.985034880155085801e+01 -2.985034880155085801e+01 1.283904932553848628e-05 1.315146518865788173e-05 1.315146518865541178e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.420000000000000284e+01 -1.420000000000000284e+01 -1.420000000000000284e+01 8.931709742118650042e-02 4.902147690187414614e-02 4.902147690187410450e-02 -2.964160510363791801e+01 -2.964160510363791801e+01 -2.964160510363791801e+01 1.308785104278715253e-05 1.340937920103346980e-05 1.340937920103143015e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.410000000000000320e+01 -1.410000000000000320e+01 -1.410000000000000320e+01 8.925785114340710480e-02 4.900849790041408860e-02 4.900849790041407472e-02 -2.943286140572497089e+01 -2.943286140572497089e+01 -2.943286140572497089e+01 1.334264124924874221e-05 1.367425194501889577e-05 1.367425194501714411e-05
7.140860935792703312e-02 7.212507838324842824e-02 1.000000004555913202e+00 1.883635392647995538e-02 1.885749423002732947e-02 -1.400000000000000355e+01 -1.400000000000000355e+01 -1.400000000000000355e+01 8.919189838054049357e-02 4.899445292527065954e-02 4.899445292527059015e-02 -2.922411770781202733e+01 -2.922411770781202733e+01 -2.922411770781202733e+01 1.360560164526794760e-05 1.394621124399367532e-05 1.394621124399244881e-05
