1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.500000000000000000e+01 -1.500000000000000000e+01 -1.500000000000000000e+01 4.422676636009906237e-02 4.422676636009907625e-02 4.850228726379268718e-02 -3.131155468694145583e+01 -3.131155468694145583e+01 -3.131155468694145583e+01 2.821511907397756072e-04 2.821511907397589104e-04 2.819954440554354341e-04 -3.097238418012714334e+01 2.830501857276176612e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.490000000000000036e+01 -1.490000000000000036e+01 -1.490000000000000036e+01 4.421901485938995596e-02 4.421901485938995596e-02 4.849413249067308085e-02 -3.110281098902851582e+01 -3.110281098902851582e+01 -3.110281098902851582e+01 2.833990089713385257e-04 2.833990089713237263e-04 2.823803389628187950e-04 -3.076364048221420333e+01 2.851284253241390793e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.480000000000000071e+01 -1.480000000000000071e+01 -1.480000000000000071e+01 4.420352798509619846e-02 4.420352798509617764e-02 4.847782536048357571e-02 -3.089406729111557226e+01 -3.089406729111557226e+01 -3.089406729111557226e+01 2.854360391675697640e-04 2.854360391675527962e-04 2.838072479947630869e-04 -3.055489678430125977e+01 2.877300872658213981e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.470000000000000107e+01 -1.470000000000000107e+01 -1.470000000000000107e+01 4.418028370526454196e-02 4.418028370526452808e-02 4.845337059137662383e-02 -3.068532359320262870e+01 -3.068532359320262870e+01 -3.068532359320262870e+01 2.879396699033617553e-04 2.879396699033439202e-04 2.857979026196279270e-04 -3.034615308638831621e+01 2.907012239683385386e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.460000000000000142e+01 -1.460000000000000142e+01 -1.460000000000000142e+01 4.414933039246446422e-02 4.414933039246443647e-02 4.842077537856417924e-02 -3.047657989528968514e+01 -3.047657989528968514e+01 -3.047657989528968514e+01 2.908137442047597837e-04 2.908137442047456890e-04 2.882102022926330098e-04 -3.013740938847537265e+01 2.939982657000191828e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.450000000000000178e+01 -1.450000000000000178e+01 -1.450000000000000178e+01 4.411062421255675797e-02 4.411062421255675797e-02 4.838004947243512016e-02 -3.026783619737674513e+01 -3.026783619737674513e+01 -3.026783619737674513e+01 2.940189034151863582e-04 2.940189034151744320e-04 2.909912265959927217e-04 -2.992866569056243264e+01 2.975929779946842125e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.440000000000000213e+01 -1.440000000000000213e+01 -1.440000000000000213e+01 4.406424575701219787e-02 4.406424575701217011e-02 4.833120468812636406e-02 -3.005909249946380157e+01 -3.005909249946380157e+01 -3.005909249946380157e+01 2.975294132284631021e-04 2.975294132284544285e-04 2.941105864675597247e-04 -2.971992199264948908e+01 3.014674017627397545e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.430000000000000249e+01 -1.430000000000000249e+01 -1.430000000000000249e+01 4.401012985352126955e-02 4.401012985352129037e-02 4.827425644149380829e-02 -2.985034880155085801e+01 -2.985034880155085801e+01 -2.985034880155085801e+01 3.013225752997640713e-04 3.013225752997590297e-04 2.975371060835999199e-04 -2.951117829473654552e+01 3.056022504471775153e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.420000000000000284e+01 -1.420000000000000284e+01 -1.420000000000000284e+01 4.394838926778789345e-02 4.394838926778787958e-02 4.820922090081124906e-02 -2.964160510363791801e+01 -2.964160510363791801e+01 -2.964160510363791801e+01 3.053835984970619142e-04 3.053835984970623479e-04 3.012537605127960463e-04 -2.930243459682360552e+01 3.099894338699088481e-04
1.971992715549332198e-01 1.330619084289296872e+00 1.330619084289240250e+00 1.000000000000004219e+00 1.368909825171077399e-01 1.400024247259065158e-01 1.878693281216487598e+00 4.485271496431850746e-01 -1.410000000000000320e+01 -1.410000000000000320e+01 -1.410000000000000320e+01 4.387893819666408013e-02 4.387893819666408707e-02 4.813612011006351138e-02 -2.943286140572497089e+01 -2.943286140572497089e+01 -2.943286140572497089e+01 3.096976697483727549e-04 3.096976697483772001e-04 3.052389087763884997e-04 -2.909369089891065840e+01 3.146145574411123198e-04
