 (3.181242823983190693e+00+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+-0.000000000000000000e+00j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (1.000000000000000056e-01+0.000000000000000000e+00j)  (8.805249041024461043e-01+-2.611089171584257684e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (2.000000000000000111e-01+0.000000000000000000e+00j)  (7.231828887392880434e-01+-3.841580656429803842e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (3.000000000000000444e-01+0.000000000000000000e+00j)  (5.882871981903022851e-01+-4.341071779600523262e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (4.000000000000000222e-01+0.000000000000000000e+00j)  (4.852418499988004341e-01+-4.433665947589821577e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (5.000000000000000000e-01+0.000000000000000000e+00j)  (4.117654031470413534e-01+-4.310343925872618387e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (6.000000000000000888e-01+0.000000000000000000e+00j)  (3.622142003810311928e-01+-4.079327035524785705e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (7.000000000000000666e-01+0.000000000000000000e+00j)  (3.307671531081349814e-01+-3.797827390001631276e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (8.000000000000000444e-01+0.000000000000000000e+00j)  (3.124618707143729801e-01+-3.493704699426402049e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (9.000000000000000222e-01+0.000000000000000000e+00j)  (3.033810186615863991e-01+-3.178775607813263959e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+0.000000000000000000e+00j)  (3.005208312379454849e-01+-2.856853751735666802e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (1.100000000000000089e+00+0.000000000000000000e+00j)  (3.015693513452821772e-01+-2.528336309166803186e-01j)
 (3.181242823983190693e+00+0.000000000000000000e+00j)  (1.200000000000000178e+00+0.000000000000000000e+00j)  (3.047340174641298138e-01+-2.192413935040705419e-01j)
