 (1.655989415224126793e+00+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+-0.000000000000000000e+00j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (1.000000000000000056e-01+0.000000000000000000e+00j)  (9.179331372659400579e-01+7.680609085093108301e-02j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (2.000000000000000111e-01+0.000000000000000000e+00j)  (8.063257224791650080e-01+2.090435776398014700e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (3.000000000000000444e-01+0.000000000000000000e+00j)  (6.804173280067594698e-01+3.406757120719943743e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (4.000000000000000222e-01+0.000000000000000000e+00j)  (5.381110563675549630e-01+4.530088126855901787e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (5.000000000000000000e-01+0.000000000000000000e+00j)  (3.810347614138749339e-01+5.355976071925225845e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (6.000000000000000888e-01+0.000000000000000000e+00j)  (2.145346321334652695e-01+5.816763765026635724e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (7.000000000000000666e-01+0.000000000000000000e+00j)  (4.663203696567909395e-02+5.875365035210269316e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (8.000000000000000444e-01+0.000000000000000000e+00j)  (-1.130590582822399021e-01+5.525679906070494196e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (9.000000000000000222e-01+0.000000000000000000e+00j)  (-2.545346126220460192e-01+4.793543641575577774e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+0.000000000000000000e+00j)  (-3.684850853125415937e-01+3.735661735713428078e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (1.100000000000000089e+00+0.000000000000000000e+00j)  (-4.473022498399820690e-01+2.435561521398592610e-01j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (1.200000000000000178e+00+0.000000000000000000e+00j)  (-4.858946471621696794e-01+9.972664040412876352e-02j)
 (1.655989415224126793e+00+0.000000000000000000e+00j)  (1.300000000000000044e+00+0.000000000000000000e+00j)  (-4.822517893215828022e-01+-4.632638313570282274e-02j)
