0.000000000000000000e+00 1.885859029099061211e-05 0.000000000000000000e+00 nan
1.088306826211185990e-01 3.168243168883552925e-05 2.083215797357562404e-01 nan
2.176613652422371981e-01 7.068199641045060512e-05 4.166431594715124809e-01 nan
3.264920478633557832e-01 1.212984527510844969e-04 6.249647392072686936e-01 nan
4.353227304844743961e-01 1.958653187607140955e-04 8.332863189430249617e-01 nan
5.441534131055929535e-01 3.009625280332086251e-04 1.041607898678781119e+00 nan
6.529840957267115664e-01 4.003214507261512582e-04 1.249929478414537387e+00 nan
7.618147783478301793e-01 5.145742314144393249e-04 1.458251058150293655e+00 nan
8.706454609689487922e-01 6.834817332726797695e-04 1.666572637886049923e+00 nan
9.794761435900674051e-01 8.571824821403309759e-04 1.874894217621806192e+00 nan
1.088306826211185907e+00 1.096174419209575146e-03 2.083215797357562238e+00 nan
1.197137508832304631e+00 1.248627263106390391e-03 2.291537377093318728e+00 nan
1.305968191453423133e+00 1.415840096998879872e-03 2.499858956829074774e+00 nan
1.414798874074541857e+00 1.752434502673835479e-03 2.708180536564831264e+00 nan
1.523629556695660359e+00 1.943141455046361278e-03 2.916502116300587311e+00 nan
1.632460239316779083e+00 2.171095207061116573e-03 3.124823696036343801e+00 nan
1.741290921937897584e+00 2.589013439530388032e-03 3.333145275772099847e+00 nan
1.850121604559016086e+00 2.915538058665033405e-03 3.541466855507855893e+00 nan
1.958952287180134810e+00 3.308981131283705596e-03 3.749788435243612383e+00 nan
2.067782969801253312e+00 3.613192747716341413e-03 3.958110014979368430e+00 nan
2.176613652422371814e+00 3.890250394724737316e-03 4.166431594715124476e+00 nan
2.285444335043490760e+00 4.369170477902054213e-03 4.374753174450881410e+00 nan
2.394275017664609262e+00 4.719339059790047392e-03 4.583074754186637456e+00 nan
2.503105700285727764e+00 5.154296922322261151e-03 4.791396333922393502e+00 nan
2.611936382906846266e+00 5.622209371549266588e-03 4.999717913658149548e+00 nan
2.720767065527964768e+00 6.153086835895304682e-03 5.208039493393905595e+00 nan
2.829597748149083714e+00 6.528335863167162439e-03 5.416361073129662529e+00 nan
2.938428430770202215e+00 6.979789249119644316e-03 5.624682652865418575e+00 nan
3.047259113391320717e+00 7.622342903970863275e-03 5.833004232601174621e+00 nan
3.156089796012439219e+00 8.229300183847362837e-03 6.041325812336930667e+00 nan
3.264920478633558165e+00 8.739185455685595169e-03 6.249647392072687602e+00 nan
3.373751161254676667e+00 9.282498977396564863e-03 6.457968971808443648e+00 nan
3.482581843875795169e+00 1.003924838927785015e-02 6.666290551544199694e+00 nan
3.591412526496913671e+00 1.055238669592752608e-02 6.874612131279955740e+00 nan
3.700243209118032173e+00 1.112772320928779105e-02 7.082933711015711786e+00 nan
3.809073891739151119e+00 1.169366360399215141e-02 7.291255290751468721e+00 nan
3.917904574360269621e+00 1.255785916106589260e-02 7.499576870487224767e+00 nan
4.026735256981388567e+00 1.324750163926314769e-02 7.707898450222980813e+00 nan
4.135565939602506624e+00 1.384444472408114662e-02 7.916220029958736859e+00 nan
4.244396622223625570e+00 1.463330626076682177e-02 8.124541609694492905e+00 nan
4.353227304844743628e+00 1.535020777631234366e-02 8.332863189430248951e+00 nan
4.462057987465862574e+00 1.610354712144267814e-02 8.541184769166004997e+00 nan
4.570888670086981520e+00 1.695342471466561654e-02 8.749506348901762820e+00 nan
4.679719352708099578e+00 1.790000694675075721e-02 8.957827928637518866e+00 nan
4.788550035329218524e+00 1.874597372274906110e-02 9.166149508373274912e+00 nan
4.897380717950336582e+00 1.919490043083651315e-02 9.374471088109030958e+00 nan
5.006211400571455528e+00 2.007764815904707414e-02 9.582792667844787005e+00 nan
5.115042083192574474e+00 2.103851182058744801e-02 9.791114247580543051e+00 nan
5.223872765813692531e+00 2.203621832872507819e-02 9.999435827316299097e+00 nan
5.332703448434811477e+00 2.330430137674256025e-02 1.020775740705205514e+01 nan
5.441534131055929535e+00 2.382263948038438120e-02 1.041607898678781119e+01 nan
5.550364813677048481e+00 2.491455150077399872e-02 1.062440056652356901e+01 nan
5.659195496298167427e+00 2.630929281060876562e-02 1.083272214625932506e+01 nan
5.768026178919285485e+00 2.668176312172093959e-02 1.104104372599508110e+01 nan
5.876856861540404431e+00 2.744017714228223423e-02 1.124936530573083715e+01 nan
5.985687544161523377e+00 2.873408277772682498e-02 1.145768688546659320e+01 nan
6.094518226782641435e+00 3.015425649269319955e-02 1.166600846520234924e+01 nan
6.203348909403760381e+00 3.124445336901797779e-02 1.187433004493810529e+01 nan
6.312179592024878438e+00 3.196346864109950864e-02 1.208265162467386133e+01 nan
6.421010274645997384e+00 3.309864303224122756e-02 1.229097320440961738e+01 nan
6.529840957267116330e+00 3.438148948993803578e-02 1.249929478414537520e+01 9.551135011652775193e-04
6.638671639888234388e+00 3.556323616672976001e-02 1.270761636388113125e+01 1.979189578822102349e-03
6.747502322509353334e+00 3.646215810010332292e-02 1.291593794361688730e+01 3.070430646754323568e-03
6.856333005130471392e+00 3.762222169029304231e-02 1.312425952335264334e+01 4.215253821813215104e-03
6.965163687751590338e+00 3.897127577628434897e-02 1.333258110308839939e+01 5.387654322262614565e-03
7.073994370372709284e+00 4.088123035696863278e-02 1.354090268282415543e+01 6.594021241851331754e-03
7.182825052993827342e+00 4.146932884479785641e-02 1.374922426255991148e+01 7.855401925282551670e-03
7.291655735614946288e+00 4.231683363354777488e-02 1.395754584229566753e+01 9.130620609745697391e-03
7.400486418236064345e+00 4.416007339501099027e-02 1.416586742203142357e+01 1.042233822912936453e-02
7.509317100857183291e+00 4.515482549773406490e-02 1.437418900176718140e+01 1.175930799062016585e-02
7.618147783478302237e+00 4.669288819577931127e-02 1.458251058150293744e+01 1.316328566726766673e-02
7.726978466099420295e+00 4.803018576620056435e-02 1.479083216123869349e+01 1.458354816146223941e-02
7.835809148720539241e+00 4.828577966646498132e-02 1.499915374097444953e+01 1.602641468499609381e-02
7.944639831341657299e+00 5.102614835893273110e-02 1.520747532071020558e+01 1.749708933336676514e-02
8.053470513962777133e+00 5.278288850723725223e-02 1.541579690044596163e+01 1.900492323825443697e-02
8.162301196583895191e+00 5.312723962562799357e-02 1.562411848018171767e+01 2.058030463492261514e-02
8.271131879205013249e+00 5.472832769196830233e-02 1.583244005991747372e+01 2.215007132731143871e-02
8.379962561826131306e+00 5.577444636502175423e-02 1.604076163965322976e+01 2.375162022566807210e-02
8.488793244447251141e+00 5.797722385416388680e-02 1.624908321938898581e+01 2.544295415404659866e-02
8.597623927068369198e+00 5.977421051642273220e-02 1.645740479912474186e+01 2.714051737170318848e-02
8.706454609689487256e+00 6.094875751484413184e-02 1.666572637886049790e+01 2.883426316040950399e-02
8.815285292310607090e+00 6.193658670691980228e-02 1.687404795859625395e+01 3.057616412455930327e-02
8.924115974931725148e+00 6.379927129258010365e-02 1.708236953833200999e+01 3.238937977252399902e-02
9.032946657552843206e+00 6.577124095886192900e-02 1.729069111806776959e+01 3.424369556524922698e-02
9.141777340173963040e+00 6.686325434200035556e-02 1.749901269780352564e+01 3.605694597184135736e-02
9.250608022795081098e+00 6.910220122387433772e-02 1.770733427753928169e+01 3.768444863980653647e-02
9.359438705416199156e+00 7.053351232811982952e-02 1.791565585727503773e+01 3.896809160422890633e-02
9.468269388037318990e+00 7.153902719568389079e-02 1.812397743701079378e+01 4.014364088316119822e-02
9.577100070658437048e+00 7.307810136292328118e-02 1.833229901674654982e+01 4.118491750568246262e-02
9.685930753279555105e+00 7.449864103212260058e-02 1.854062059648230587e+01 4.199051874128018752e-02
9.794761435900673163e+00 7.681624569193704066e-02 1.874894217621806192e+01 4.277597894689404157e-02
9.903592118521792997e+00 7.862384075298266273e-02 1.895726375595381796e+01 4.339649102930637214e-02
1.001242280114291106e+01 7.985188258093295355e-02 1.916558533568957401e+01 4.394897916887791078e-02
1.012125348376402911e+01 8.177869013441277368e-02 1.937390691542533006e+01 4.446978869294900688e-02
1.023008416638514895e+01 8.435450688363638205e-02 1.958222849516108610e+01 4.486059703003051485e-02
1.033891484900626700e+01 8.558589751746897845e-02 1.979055007489684215e+01 4.526972001468544671e-02
1.044774553162738506e+01 8.746560813748895102e-02 1.999887165463259819e+01 4.557951936966914142e-02
1.055657621424850490e+01 8.880407886143257268e-02 2.020719323436835424e+01 4.576739954671286276e-02
1.066540689686962295e+01 9.047170738796057876e-02 2.041551481410411029e+01 4.589067738171746097e-02
1.077423757949074101e+01 9.278730960554304463e-02 2.062383639383986633e+01 4.600681245221039523e-02
1.088306826211185907e+01 9.437926452238369623e-02 2.083215797357562238e+01 4.609145186039292214e-02
1.099189894473297890e+01 9.713542884810316691e-02 2.104047955331138198e+01 4.604888669209417085e-02
1.110072962735409696e+01 9.882337259459418599e-02 2.124880113304713802e+01 4.598109087047402843e-02
1.120956030997521502e+01 1.003188568497584698e-01 2.145712271278289407e+01 4.590837588734403979e-02
1.131839099259633485e+01 1.026164963668272506e-01 2.166544429251865012e+01 4.577130076269679548e-02
1.142722167521745291e+01 1.043060333364630582e-01 2.187376587225440616e+01 4.559123002958320042e-02
1.153605235783857097e+01 1.067926817288304409e-01 2.208208745199016221e+01 4.540431600006247792e-02
1.164488304045969080e+01 1.090178147877690212e-01 2.229040903172591825e+01 4.529307165309574834e-02
1.175371372308080886e+01 1.095653287733625303e-01 2.249873061146167430e+01 4.516837462879264020e-02
1.186254440570192692e+01 1.120783943627966933e-01 2.270705219119743035e+01 4.499593932106329269e-02
1.197137508832304675e+01 1.148098840200914156e-01 2.291537377093318639e+01 4.489037562885533905e-02
1.208020577094416481e+01 1.154329679288373378e-01 2.312369535066894244e+01 4.482414113398180966e-02
1.218903645356528287e+01 1.186923929410020478e-01 2.333201693040469848e+01 4.469336320055801448e-02
1.229786713618640093e+01 1.214888840294294781e-01 2.354033851014045453e+01 4.457000410185010114e-02
1.240669781880752076e+01 1.230562235408719229e-01 2.374866008987621058e+01 4.449830889068216028e-02
1.251552850142863882e+01 1.242103495689020065e-01 2.395698166961196662e+01 4.431526007730155620e-02
1.262435918404975688e+01 1.233985959952572237e-01 2.416530324934772267e+01 4.417120684678665227e-02
1.273318986667087671e+01 1.230470025806545131e-01 2.437362482908347872e+01 4.417229649264407809e-02
1.284202054929199477e+01 1.217735517852025634e-01 2.458194640881923476e+01 4.409236232744002254e-02
1.295085123191311283e+01 1.208116780014873021e-01 2.479026798855499436e+01 4.393092205824068730e-02
1.305968191453423266e+01 1.190343397556478666e-01 2.499858956829075041e+01 4.385571493852465780e-02
1.316851259715535072e+01 1.173888263551637612e-01 2.520691114802650645e+01 4.381824439593738629e-02
1.327734327977646878e+01 1.163806326629305832e-01 2.541523272776226250e+01 4.372743994766208064e-02
1.338617396239758683e+01 1.148144818375243792e-01 2.562355430749801855e+01 4.365855763582836974e-02
1.349500464501870667e+01 1.134679605955005166e-01 2.583187588723377459e+01 4.360506847948537879e-02
1.360383532763982473e+01 1.118999218722159655e-01 2.604019746696953064e+01 4.350436238676019807e-02
1.371266601026094278e+01 1.112832721564486343e-01 2.624851904670528668e+01 4.342226602242865718e-02
1.382149669288206262e+01 1.097973641770963044e-01 2.645684062644104273e+01 4.331846631748870885e-02
1.393032737550318068e+01 1.071061047421782292e-01 2.666516220617679878e+01 4.325602092316113700e-02
1.403915805812429873e+01 1.055693850398309180e-01 2.687348378591255482e+01 4.324285457523551618e-02
1.414798874074541857e+01 1.047808343893052163e-01 2.708180536564831087e+01 4.314367968375675683e-02
1.425681942336653663e+01 1.031966617765139177e-01 2.729012694538406691e+01 4.301676940045685849e-02
1.436565010598765468e+01 1.014824099244075184e-01 2.749844852511982296e+01 4.304673979610328105e-02
1.447448078860877452e+01 9.941811961226351690e-02 2.770677010485557901e+01 4.300192597815595541e-02
1.458331147122989258e+01 9.707175407395848832e-02 2.791509168459133505e+01 4.287552581801295365e-02
1.469214215385101063e+01 9.563045309866420596e-02 2.812341326432709110e+01 4.292873694140407481e-02
1.480097283647212869e+01 9.390821644008666425e-02 2.833173484406284715e+01 4.289430225324666196e-02
1.490980351909324852e+01 9.229645523721198563e-02 2.854005642379860319e+01 4.273655991582474278e-02
1.501863420171436658e+01 8.992911562129600467e-02 2.874837800353436279e+01 4.269140694820440507e-02
1.512746488433548464e+01 8.793167692410766567e-02 2.895669958327011884e+01 4.266944390204600174e-02
1.523629556695660447e+01 8.675473733444304114e-02 2.916502116300587488e+01 4.258439406806630023e-02
1.534512624957772253e+01 8.432113179988806606e-02 2.937334274274163093e+01 4.255801040496636628e-02
1.545395693219884059e+01 8.155682804101843653e-02 2.958166432247738697e+01 4.253622404928125017e-02
1.556278761481996042e+01 7.973911139255365765e-02 2.978998590221314302e+01 4.245387412745544459e-02
1.567161829744107848e+01 7.765754481899049544e-02 2.999830748194889907e+01 4.246004993184512161e-02
1.578044898006219654e+01 7.585411364725506977e-02 3.020662906168465511e+01 4.244058245288957754e-02
1.588927966268331460e+01 7.387254708282695037e-02 3.041495064142041116e+01 4.233961259522223824e-02
1.599811034530443443e+01 7.070310849720581881e-02 3.062327222115616721e+01 4.235122797167704262e-02
1.610694102792555427e+01 6.863486592663764485e-02 3.083159380089192325e+01 4.228085924412022800e-02
1.621577171054667232e+01 6.663681287575733136e-02 3.103991538062767930e+01 4.220005236085926786e-02
1.632460239316779038e+01 6.391010284138069764e-02 3.124823696036343534e+01 4.223267895325840543e-02
1.643343307578890844e+01 6.200609554323630729e-02 3.145655854009919139e+01 4.212794107808122412e-02
1.654226375841002650e+01 5.929663856424546159e-02 3.166488011983494744e+01 4.205474864334598356e-02
1.665109444103114456e+01 5.664879613221091015e-02 3.187320169957070348e+01 4.214927814210637363e-02
1.675992512365226261e+01 5.380697442130858571e-02 3.208152327930645953e+01 4.209704809982792867e-02
1.686875580627338422e+01 5.090082029021256865e-02 3.228984485904221913e+01 4.198381318962365882e-02
1.697758648889450228e+01 4.917006113110542614e-02 3.249816643877797162e+01 4.202419732297297400e-02
1.708641717151562034e+01 4.648678429951363239e-02 3.270648801851373122e+01 4.196474247312596134e-02
1.719524785413673840e+01 4.356500483474029517e-02 3.291480959824948371e+01 4.188361111115732061e-02
1.730407853675785645e+01 4.088027490223223454e-02 3.312313117798524331e+01 4.197871473657009689e-02
1.741290921937897451e+01 3.840038968116609580e-02 3.333145275772099581e+01 4.191423151927898411e-02
1.752173990200009612e+01 3.575986925873923805e-02 3.353977433745675540e+01 4.176815376386922019e-02
1.763057058462121418e+01 3.258202423172882473e-02 3.374809591719250790e+01 4.181381215813569779e-02
1.773940126724233224e+01 2.974513685559237314e-02 3.395641749692826750e+01 4.181261167899660153e-02
1.784823194986345030e+01 2.751669401509657456e-02 3.416473907666401999e+01 4.174302679526679938e-02
1.795706263248456835e+01 2.544165240480062221e-02 3.437306065639977959e+01 4.176348688838418116e-02
1.806589331510568641e+01 2.333130374310343758e-02 3.458138223613553919e+01 4.173051447975018036e-02
1.817472399772680447e+01 2.145716020724710085e-02 3.478970381587129168e+01 4.163661418332443437e-02
1.828355468034792608e+01 2.002510785110241803e-02 3.499802539560705128e+01 4.167988959658715936e-02
1.839238536296904414e+01 1.857768788305362226e-02 3.520634697534280377e+01 4.168249084608054850e-02
1.850121604559016220e+01 1.699908421334161285e-02 3.541466855507856337e+01 4.157997176468382350e-02
