 (2.222512109906064737e+00+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+-0.000000000000000000e+00j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.000000000000000056e-01+0.000000000000000000e+00j)  (9.199754968951572298e-01+-2.503196662871141898e-02j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.000000000000000111e-01+0.000000000000000000e+00j)  (8.282340485854716716e-01+2.712089558374692830e-02j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (3.000000000000000444e-01+0.000000000000000000e+00j)  (7.448000559905353368e-01+1.022008418155215398e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (4.000000000000000222e-01+0.000000000000000000e+00j)  (6.642366447558932796e-01+1.835143574916335008e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (5.000000000000000000e-01+0.000000000000000000e+00j)  (5.814109342357502985e-01+2.629468543181890383e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (6.000000000000000888e-01+0.000000000000000000e+00j)  (4.931966860290767363e-01+3.351598566387026801e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (7.000000000000000666e-01+0.000000000000000000e+00j)  (3.983863823717396224e-01+3.960019553079263677e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (8.000000000000000444e-01+0.000000000000000000e+00j)  (2.974115084735023951e-01+4.421004412884738666e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (9.000000000000000222e-01+0.000000000000000000e+00j)  (1.920588242138678015e-01+4.707881588109263382e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+0.000000000000000000e+00j)  (8.513671556506202664e-02+4.802119934209471697e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.100000000000000089e+00+0.000000000000000000e+00j)  (-1.981681222764048941e-02+4.694525504622985568e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.200000000000000178e+00+0.000000000000000000e+00j)  (-1.188515558211258594e-01+4.386105065309542361e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.300000000000000044e+00+0.000000000000000000e+00j)  (-2.079266377153280443e-01+3.888514456915356798e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.400000000000000133e+00+0.000000000000000000e+00j)  (-2.832040709852294280e-01+3.223839159351227779e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.500000000000000000e+00+0.000000000000000000e+00j)  (-3.413435662312532815e-01+2.423660386002590150e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.600000000000000089e+00+0.000000000000000000e+00j)  (-3.797439788577659514e-01+1.527603288812597326e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.700000000000000178e+00+0.000000000000000000e+00j)  (-3.967460088625666681e-01+5.811935227784743863e-02j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.800000000000000044e+00+0.000000000000000000e+00j)  (-3.917713789255559131e-01+-3.665983878271434487e-02j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (1.900000000000000133e+00+0.000000000000000000e+00j)  (-3.653926625196440292e-01+-1.266150077478431779e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.000000000000000000e+00+0.000000000000000000e+00j)  (-3.193331891700918468e-01+-2.070070546689717905e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.100000000000000089e+00+0.000000000000000000e+00j)  (-2.563918597490665308e-01+-2.735972647115793022e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.200000000000000178e+00+0.000000000000000000e+00j)  (-1.802990321013093755e-01+-3.229035685102630282e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.300000000000000266e+00+0.000000000000000000e+00j)  (-9.551524704434445623e-02+-3.524094215919784112e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.400000000000000355e+00+0.000000000000000000e+00j)  (-6.977779935758807173e-03+-3.607210216191155672e-01j)
 (2.222512109906064737e+00+0.000000000000000000e+00j)  (2.500000000000000000e+00+0.000000000000000000e+00j)  (8.018023248930768176e-02+-3.476558585855343830e-01j)
