2.000000000000000000e+00 0.000000000000000000e+00 1.038622574209385307e+00
2.000000000000000000e+00 6.411413578754679432e-02 9.920039035204842870e-01
2.000000000000000000e+00 1.282282715750935886e-01 9.837816897462936527e-01
2.000000000000000000e+00 1.923424073626403830e-01 9.727162410631138290e-01
2.000000000000000000e+00 2.564565431501871773e-01 9.574517348028404040e-01
2.000000000000000000e+00 3.205706789377339438e-01 9.385719421316984779e-01
2.000000000000000000e+00 3.846848147252807659e-01 9.157199796694773797e-01
2.000000000000000000e+00 4.487989505128275880e-01 8.898774666939399669e-01
2.000000000000000000e+00 5.129130863003743546e-01 8.619532662524832523e-01
2.000000000000000000e+00 5.770272220879211211e-01 8.313840224690480785e-01
2.000000000000000000e+00 6.411413578754678877e-01 7.992727762731599572e-01
2.000000000000000000e+00 7.052554936630147653e-01 7.650021953476924264e-01
2.000000000000000000e+00 7.693696294505615318e-01 7.323372174565323522e-01
2.000000000000000000e+00 8.334837652381082984e-01 6.930342995971223718e-01
2.000000000000000000e+00 8.975979010256551760e-01 6.620868113533275867e-01
2.000000000000000000e+00 9.617120368132019426e-01 6.355783233144219890e-01
2.000000000000000000e+00 1.025826172600748709e+00 5.957812107822814118e-01
2.000000000000000000e+00 1.089940308388295476e+00 5.588772909827848245e-01
2.000000000000000000e+00 1.154054444175842242e+00 5.549262795827387684e-01
2.000000000000000000e+00 1.218168579963389009e+00 5.807377304540258800e-01
2.000000000000000000e+00 1.282282715750935775e+00 5.958165103097395887e-01
2.000000000000000000e+00 1.346396851538482764e+00 5.401944671934367781e-01
2.000000000000000000e+00 1.410510987326029531e+00 3.438443299244327567e-01
2.000000000000000000e+00 1.474625123113576297e+00 -6.635673873066286199e-02
2.000000000000000000e+00 1.538739258901123064e+00 1.037986120362669684e+00
2.000000000000000000e+00 1.602853394688669830e+00 1.033388921684781581e+00
2.000000000000000000e+00 1.666967530476216597e+00 1.749088151315779729e-02
2.000000000000000000e+00 1.731081666263763363e+00 2.791330901669990538e-01
2.000000000000000000e+00 1.795195802051310352e+00 4.426820625511943552e-01
2.000000000000000000e+00 1.859309937838857119e+00 4.805718635952509477e-01
2.000000000000000000e+00 1.923424073626403885e+00 4.423933136053268544e-01
2.000000000000000000e+00 1.987538209413950652e+00 3.879623738935065735e-01
2.000000000000000000e+00 2.051652345201497418e+00 3.581961993500332730e-01
2.000000000000000000e+00 2.115766480989044407e+00 3.574764397261848692e-01
2.000000000000000000e+00 2.179880616776590951e+00 3.571375540770151957e-01
2.000000000000000000e+00 2.243994752564137940e+00 3.403752339746539679e-01
2.000000000000000000e+00 2.308108888351684485e+00 3.256613432182338674e-01
2.000000000000000000e+00 2.372223024139231473e+00 3.194714479996361711e-01
2.000000000000000000e+00 2.436337159926778018e+00 3.082384067001603389e-01
2.000000000000000000e+00 2.500451295714325006e+00 3.008147357143363121e-01
2.000000000000000000e+00 2.564565431501871551e+00 2.943248124114792308e-01
2.000000000000000000e+00 2.628679567289418539e+00 2.895329997682157819e-01
2.000000000000000000e+00 2.692793703076965528e+00 2.859727325125755448e-01
2.000000000000000000e+00 2.756907838864512073e+00 2.839621557871926938e-01
2.000000000000000000e+00 2.821021974652059061e+00 2.820804747008293645e-01
2.000000000000000000e+00 2.885136110439605606e+00 2.801128901910047708e-01
2.000000000000000000e+00 2.949250246227152594e+00 2.805836712365001873e-01
2.000000000000000000e+00 3.013364382014699139e+00 2.849717836526590165e-01
2.000000000000000000e+00 3.077478517802246127e+00 2.909177838755175882e-01
2.000000000000000000e+00 3.141592653589793116e+00 3.238910226106087031e-01
2.000000000000000000e+00 3.205706789377339661e+00 2.909177838754950507e-01
