1.890928841545338024e+00 1.000000000000000056e-01 9.505232985941141841e-03 7.562151380470381878e-02 2.560921292735379495e+00 9.075238667134626069e-02 9.555947392333991042e-01 -9.083424199006845390e-03
1.890928841545338024e+00 1.105170918075647768e-01 6.698417669171839381e-03 8.759911665387820623e-02 2.701773760966864391e+00 1.011438910255995083e-01 9.506642006746185425e-01 -6.368041121652494134e-03
1.890928841545338024e+00 1.221402758160169966e-01 3.155795398888539254e-03 1.000459083033476970e-01 2.834384554094418363e+00 1.123495993823350886e-01 9.453691628796937474e-01 -2.983401558416482868e-03
1.890928841545338024e+00 1.349858807576003183e-01 -1.221170968515978509e-03 1.104099168483372584e-01 2.960769947196836949e+00 1.244109028082191343e-01 9.396891057071657949e-01 1.147521625737529371e-03
1.890928841545338024e+00 1.491824697641270514e-01 -6.557255298829257027e-03 1.198697363671016453e-01 3.081369825773035309e+00 1.373489072950507262e-01 9.336104987734998861e-01 6.122010134284981350e-03
1.890928841545338024e+00 1.648721270700128361e-01 -1.297311287463675730e-02 1.322178297562296712e-01 3.195369089250193806e+00 1.511579254992398147e-01 9.271284887653357121e-01 1.202841734247480678e-02
1.890928841545338024e+00 1.822118800390509219e-01 -2.060123897742378515e-02 1.471280097294235256e-01 3.313938357267294244e+00 1.659115542871768822e-01 9.201965433500819413e-01 1.895987123125209006e-02
1.890928841545338024e+00 2.013752707470476688e-01 -2.965794370334711577e-02 1.612364063847857854e-01 3.436886334623976857e+00 1.816595599716211429e-01 9.127715568167533711e-01 2.707886737806375690e-02
1.890928841545338024e+00 2.225540928492467929e-01 -4.033405764838633722e-02 1.755407638002303983e-01 3.538632159124555976e+00 1.982669242780568108e-01 9.048852843982574390e-01 3.651750003788403059e-02
1.890928841545338024e+00 2.459603111156949962e-01 -5.275724155864808251e-02 1.909980640183214784e-01 3.637527475918107100e+00 2.157848180445671171e-01 8.964751382401714430e-01 4.733948398528308593e-02
1.890928841545338024e+00 2.718281828459045424e-01 -6.721592380403795808e-02 2.079143667277286722e-01 3.741979063810196848e+00 2.342818257243730606e-01 8.874513232907657034e-01 5.974085697697391339e-02
1.890928841545338024e+00 3.004166023946433506e-01 -8.394872114406168317e-02 2.243763190452477407e-01 3.829523704558241093e+00 2.536303525469985054e-01 8.777942811188692573e-01 7.386330335101182198e-02
