0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.845657171000089525e-01 3.110926275717658396e-02 2.836268835826705019e-04 -4.727062408537783256e+00
2.000000000000000000e+00 9.651719393982031159e-01 7.089803594469683279e-02 1.020632559548716222e-03 -9.485234242063736332e+00
3.000000000000000000e+00 9.511977497029017181e-01 1.000665987076819197e-01 1.744123334089454870e-03 -1.425909886284254391e+01
4.000000000000000000e+00 9.417787352306611348e-01 1.199698405730353912e-01 2.301353731623246700e-03 -1.904136829341636172e+01
5.000000000000000000e+00 9.353737442000114033e-01 1.336182062912930346e-01 2.700081602567465117e-03 -2.382839832724272000e+01
6.000000000000000000e+00 9.308989218392281773e-01 1.432091541043808980e-01 2.980747598519998057e-03 -2.861826765947610696e+01
7.000000000000000000e+00 9.276764984453736984e-01 1.501444155689990734e-01 3.179583114204506244e-03 -3.340991129188402198e+01
8.000000000000000000e+00 9.252885409079125711e-01 1.552993079900097106e-01 3.322674059286946733e-03 -3.820271132921116930e+01
9.000000000000000000e+00 9.234725827531077291e-01 1.592283363876611513e-01 3.427653078984002188e-03 -4.299629305488905828e+01
1.000000000000000000e+01 9.220601374214266732e-01 1.622896651671790758e-01 3.506197781298619510e-03 -4.779042091778876511e+01
1.100000000000000000e+01 9.209398424058826693e-01 1.647211251037809798e-01 3.566077495537284779e-03 -5.258494139671005030e+01
1.200000000000000000e+01 9.200360480267969487e-01 1.666848541376954873e-01 3.612526889790002114e-03 -5.737975122859092636e+01
1.300000000000000000e+01 9.192961041655419718e-01 1.682940118970262522e-01 3.649127480185051717e-03 -6.217477905766872937e+01
1.400000000000000000e+01 9.186824475379660182e-01 1.696295152951678986e-01 3.678377963329400660e-03 -6.696997426838291290e+01
1.500000000000000000e+01 9.181677417955841358e-01 1.707503595727082046e-01 3.702051450024524196e-03 -7.176530019219357825e+01
1.600000000000000000e+01 9.177316526436223310e-01 1.717004969527508029e-01 3.721431972801354099e-03 -7.656072966779446176e+01
1.700000000000000000e+01 9.173588857420593712e-01 1.725130277764734821e-01 3.737459515440924151e-03 -8.135624232361095665e+01
1.800000000000000000e+01 9.170376690126422758e-01 1.732134580773649901e-01 3.750838121303910321e-03 -8.615182253484776709e+01
1.900000000000000000e+01 9.167588895402040139e-01 1.738215505580400499e-01 3.762098463355104463e-03 -9.094745823125465733e+01
2.000000000000000000e+01 9.165153730846304914e-01 1.743528763110280266e-01 3.771647571013298211e-03 -9.574313993356616947e+01
2.100000000000000000e+01 9.163013950967024979e-01 1.748198689588797705e-01 3.779802011646139857e-03 -1.005388600970604216e+02
2.200000000000000000e+01 9.161122992685831745e-01 1.752326487353509932e-01 3.786812448360176754e-03 -1.053346126046325395e+02
2.300000000000000000e+01 9.159444129566696180e-01 1.755992013890176062e-01 3.792872568774883178e-03 -1.101303926256460528e+02
2.400000000000000000e+01 9.157946857244089189e-01 1.759261633077799925e-01 3.798139247130525101e-03 -1.149261961605319868e+02
2.500000000000000000e+01 9.156605978972713888e-01 1.762190185657296349e-01 3.802739124969293453e-03 -1.197220199113851749e+02
2.600000000000000000e+01 9.155400534135452739e-01 1.764823310188216310e-01 3.806775217947942335e-03 -1.245178611391867207e+02
2.700000000000000000e+01 9.154312970612894507e-01 1.767199237094022324e-01 3.810331920276706103e-03 -1.293137175537889902e+02
2.800000000000000000e+01 9.153328499746947733e-01 1.769350187818047038e-01 3.813478830884802287e-03 -1.341095872283598283e+02
2.900000000000000000e+01 9.152434589346016836e-01 1.771303475200366462e-01 3.816273704622920575e-03 -1.389054685322691114e+02
3.000000000000000000e+01 9.151620527842478925e-01 1.773082450403100641e-01 3.818764892527914089e-03 -1.437013600741447021e+02
3.100000000000000000e+01 9.150877149787444154e-01 1.774707098729327304e-01 3.820992934541375327e-03 -1.484972606647982047e+02
3.200000000000000000e+01 9.150196610206591252e-01 1.776194529663910615e-01 3.822991856147963698e-03 -1.532931692869124447e+02
3.300000000000000000e+01 9.149572126160139263e-01 1.777559539365815566e-01 3.824790515542433184e-03 -1.580890850619625496e+02
3.400000000000000000e+01 9.148997808410339605e-01 1.778814976817030546e-01 3.826413499098983359e-03 -1.628850072280780239e+02
3.500000000000000000e+01 9.148468523424329035e-01 1.779972044088659056e-01 3.827881843448232690e-03 -1.676809351219194468e+02
3.600000000000000000e+01 9.147979779625445840e-01 1.781040543921861008e-01 3.829213621068140640e-03 -1.724768681637590930e+02
3.700000000000000000e+01 9.147527633144962866e-01 1.782029084923483497e-01 3.830424417774797637e-03 -1.772728058451338597e+02
3.800000000000000000e+01 9.147108609345738772e-01 1.782945252468425834e-01 3.831527724088454930e-03 -1.820687477185753664e+02
3.900000000000000000e+01 9.146719633110241832e-01 1.783795760586028289e-01 3.832535276307174818e-03 -1.868646933885965211e+02
4.000000000000000000e+01 9.146357982817032717e-01 1.784586552164894591e-01 3.833457280081679387e-03 -1.916606425054561385e+02
4.100000000000000000e+01 9.146021238629595818e-01 1.785322911680294333e-01 3.834302657488960347e-03 -1.964565947585405752e+02
4.200000000000000000e+01 9.145707242938605486e-01 1.786009551417675478e-01 3.835079232554381053e-03 -2.012525498712092258e+02
4.300000000000000000e+01 9.145414066855269697e-01 1.786650684519131560e-01 3.835793886132169046e-03 -2.060485075964292605e+02
4.400000000000000000e+01 9.145139981603757073e-01 1.787250087360195139e-01 3.836452686267312687e-03 -2.108444677130516993e+02
4.500000000000000000e+01 9.144883434010540046e-01 1.787811153002169251e-01 3.837060998325418203e-03 -2.156404300226227519e+02
4.600000000000000000e+01 9.144643025433228933e-01 1.788336937150509509e-01 3.837623578360370089e-03 -2.204363943466450451e+02
